Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ KiÕm Phong (tr­êng c«ng)	0	11	473	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ V©n Hµ (tr­êng c«ng)	0	11	474	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ KiÕm Phong (kiªn nhÉn)	0	11	475	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ V©n Hµ (kiªn nhÉn)	0	11	476	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	477	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ - Lam linh c«ng tö	0	11	478	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ Tr­êng C«ng	0	11	479	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ Kiªn Ng¹nh	0	11	480	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ - Vâ L©m Chİ T«n	0	11	481	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		300	1																																	
MÆt n¹ - Anh hïng chiÕn tr­êng	0	11	482	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Khi sö dông sÏ gia t¨ng gÊp 3 lÇn ®iÓm tİch lòy khi tham gia Tèng Kim		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( ®á )	0	11	483	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( vµng )	0	11	484	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( xanh )	0	11	485	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( ®á )	0	11	486	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( vµng )	0	11	487	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( xanh )	0	11	488	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( ®á )	0	11	489	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( vµng )	0	11	490	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( xanh )	0	11	491	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ - Chİ T«n Vâ L©m ThiÕu HiÖp	0	11	492	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt n¹ - Chİ T«n Vâ L©m N÷ HiÖp	0	11	493	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
Phï Tang DiÖn Tr¸o	0	11	494	\spr\item\equip\mask\yrmj_02.spr	379	1	1	T­¬ng truyÒn ®©y lµ lo¹i mÆt n¹ bİ truyÒn mµ c¸c Èn gi¶ phï tang th­êng dïng		300	1																																	
HiÖp Kh¸ch DiÖn Tr¸o	0	11	495	\spr\item\equip\mask\yrmj_02.spr	379	1	1	ThuËt c¶i trang khã mµ nhËn biÕt ®­îc bªn trong Èn chøa c¸i g×		300	1																																	
MÆt n¹ - B¹ch Doanh Doanh	0	11	496	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	497	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Chung Linh Tó	0	11	498	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Cæ B¸ch	0	11	499	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §ao song phông	0	11	500	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §¹o Thanh Ch©n Nh©n	0	11	501	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - DiÖu Nh­	0	11	502	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §oan Méc DuÖ	0	11	503	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §«ng tö	0	11	504	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §­êng BÊt NhiÔm	0	11	505	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §­êng thÇn	0	11	506	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - §­êng Thiªn T©m	0	11	507	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Gia LuËt TŞ Ly	0	11	508	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Hµ Linh Phiªu	0	11	509	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Hµ Nh©n Ng·	0	11	510	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - H¹ Thµnh	0	11	511	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Heo tr¾ng	0	11	512	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - H­¬u ®èm	0	11	513	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - HuyÒn Gi¸c §¹i S­	0	11	514	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Lam linh c«ng tö	0	11	515	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Lam Y Y	0	11	516	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - LiÔu Phi Yªn	0	11	517	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - LiÔu Thanh Thanh	0	11	518	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Long thËp tam gia	0	11	519	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - M¹nh Th­¬ng L­¬ng	0	11	520	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Mé Dung YÕn	0	11	521	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - NguyÖt dao dao	0	11	522	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - PhiÕn Kh¸ch	0	11	523	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	524	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - T©n Niªn HiÖp N÷	0	11	525	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	526	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thµnh Niªn H¶i §­êng	0	11	527	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	528	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thµnh Niªn Háa NhËn	0	11	529	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh Niªn Kim Phong	0	11	530	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thµnh Niªn Kim Phong	0	11	531	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	532	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	533	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	534	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thµnh Niªn TiÕu S­¬ng	0	11	535	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Thanh TuyÖt S­ Th¸i	0	11	536	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	537	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	538	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	539	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	540	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	541	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - T« Tõ Hinh	0	11	542	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	543	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Tö hiÖp	0	11	544	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - TuyÒn C¬ Tö	0	11	545	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Voi Ch©u ¸	0	11	546	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Voi Hoµng Hµ	0	11	547	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - V­¬ng T¸	0	11	548	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - Yªn HiÓu Tr¸i	0	11	549	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ - YÕn triÖu	0	11	550	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ ChiÕu NhËt MiÖn	0	11	551	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ DiÖu NhÊt	0	11	552	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ §o¹n Méc Ly	0	11	553	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ §­êng H¹o	0	11	554	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ h»ng nga	0	11	555	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ L¨ng Tiªu Tö	0	11	556	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ LÖ ChiÕt Mai	0	11	557	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ Xu©n Ng­u	0	11	558	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
Ò×ÈİÃæ¾ß-Áú¾ÅÌì	0	11	559	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
Ò×ÈİÃæ¾ß-Áú¾ÅÌì£¨±äÉí£©	0	11	560	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt n¹ V­¬ng Gi¶	0	11	561	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		300	1																																	
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(ÄĞ)	0	11	562	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(Å®)	0	11	563	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
Ò×ÈİÃæ¾ß-ºúì³	0	11	564	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
Ò×ÈİÃæ¾ß-ÃçÈôÀ¼	0	11	565	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		300	1																																	
MÆt N¹-TriÖu MÉn	0	11	566	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-KiÒu Phong	0	11	567	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-NhËm Doanh Doanh	0	11	568	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Chu ChØ Nh­îc	0	11	569	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-TiÓu Long N÷	0	11	570	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Qu¸ch T­¬ng	0	11	571	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Hoµng Dung	0	11	572	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Qu¸ch TÜnh	0	11	573	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Tr­¬ng V« Kş	0	11	574	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Tr­¬ng Tam Phong	0	11	575	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Ngäc Thè	0	11	576	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
MÆt N¹-Kú L©n	0	11	577	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		300	1																																	
È­ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	578	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
¹÷ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	579	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
µ¶ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	580	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
µ¶ÌìÍõ-³õ¿úÃÅ¾¶	0	11	581	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
´¸ÌìÍõ-³õ¿úÃÅ¾¶	0	11	582	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
Ç¹ÌìÍõ-³õ¿úÃÅ¾¶	0	11	583	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
½£¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	584	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
ÕÆ¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	585	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
µ¶´äÑÌ-³õ¿úÃÅ¾¶	0	11	586	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
ÄÚ´äÑÌ-³õ¿úÃÅ¾¶	0	11	587	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		300	1																																	
